achieve_yes
achieve_yes few_sixltr
is_clout_yes is_authentic_yes insight_yes
is_clout_yes is_authentic_yes is_tone_no
is_clout_yes is_authentic_yes is_tone_yes
is_clout_yes is_authentic_yes netspeak_yes
is_clout_yes is_authentic_yes posemo_yes
is_clout_yes is_authentic_yes see_yes
is_clout_yes is_authentic_yes tentat_yes
is_clout_yes is_tone_no
is_clout_yes is_tone_no negemo_yes
is_clout_yes is_tone_no posemo_yes
is_clout_yes is_tone_yes
is_clout_yes is_tone_yes posemo_yes
is_clout_yes netspeak_yes
is_clout_yes netspeak_yes few_sixltr
is_clout_yes posemo_yes
is_clout_yes posemo_yes affiliation_yes
is_clout_yes posemo_yes cause_yes
is_clout_yes posemo_yes certain_yes
is_clout_yes posemo_yes differ_yes
is_clout_yes posemo_yes discrep_yes
is_clout_yes posemo_yes feel_yes
is_clout_yes posemo_yes hear_yes
is_clout_yes posemo_yes insight_yes
is_clout_yes posemo_yes negemo_yes
is_clout_yes posemo_yes netspeak_yes
is_clout_yes posemo_yes see_yes
is_clout_yes posemo_yes tentat_yes
is_clout_yes power_yes
is_clout_yes power_yes netspeak_yes
is_clout_yes see_yes
is_clout_yes see_yes affiliation_yes
is_clout_yes see_yes hear_yes
is_clout_yes see_yes netspeak_yes
is_clout_yes tentat_yes
is_clout_yes tentat_yes affiliation_yes
is_clout_yes tentat_yes differ_yes
is_tone_no
is_tone_no negemo_yes
is_tone_no negemo_yes achieve_yes
is_tone_no negemo_yes affiliation_yes
is_tone_no negemo_yes anger_yes
is_tone_no negemo_yes anx_yes
is_tone_no negemo_yes cause_yes
is_tone_no negemo_yes certain_yes
is_tone_no negemo_yes differ_yes
is_tone_no negemo_yes discrep_yes
is_tone_no negemo_yes feel_yes
is_tone_no negemo_yes hear_yes
is_tone_no negemo_yes insight_yes
is_tone_no negemo_yes netspeak_yes
is_tone_no negemo_yes power_yes
is_tone_no negemo_yes reward_yes
is_tone_no negemo_yes risk_yes
is_tone_no negemo_yes sad_yes
is_tone_no negemo_yes see_yes
is_tone_no negemo_yes tentat_yes
is_tone_no posemo_yes
is_tone_no posemo_yes negemo_yes
is_tone_yes
is_tone_yes posemo_yes
is_tone_yes posemo_yes achieve_yes
is_tone_yes posemo_yes affiliation_yes
is_tone_yes posemo_yes cause_yes
is_tone_yes posemo_yes certain_yes
is_tone_yes posemo_yes differ_yes
is_tone_yes posemo_yes discrep_yes
is_tone_yes posemo_yes feel_yes
is_tone_yes posemo_yes hear_yes
is_tone_yes posemo_yes insight_yes
is_tone_yes posemo_yes low_wps
is_tone_yes posemo_yes many_sixltr
is_tone_yes posemo_yes negemo_yes
is_tone_yes posemo_yes netspeak_yes
is_tone_yes posemo_yes power_yes
is_tone_yes posemo_yes reward_yes
is_tone_yes posemo_yes risk_yes
is_tone_yes posemo_yes see_yes
is_tone_yes posemo_yes tentat_yes
low_wps
low_wps has_animated_gif
low_wps has_animated_gif has_hashtag
low_wps has_animated_gif has_url
low_wps has_exclam
low_wps has_exclam has_animated_gif
low_wps has_exclam has_hashtag
low_wps has_exclam has_photo
low_wps has_exclam has_qmark
low_wps has_exclam has_url
low_wps has_exclam has_video
low_wps has_hashtag
low_wps has_hashtag has_url
low_wps has_photo
low_wps has_photo has_hashtag
low_wps has_photo has_url
low_wps has_qmark
low_wps has_qmark has_hashtag
low_wps has_qmark has_photo
low_wps has_qmark has_url
low_wps has_qmark has_video
low_wps has_url
low_wps has_video
low_wps has_video has_hashtag
many_sixltr
many_sixltr has_animated_gif
many_sixltr has_animated_gif has_hashtag
many_sixltr has_exclam
many_sixltr has_exclam has_hashtag
many_sixltr has_exclam has_photo
many_sixltr has_exclam has_url
many_sixltr has_exclam has_video
many_sixltr has_hashtag
many_sixltr has_hashtag has_url
many_sixltr has_photo
many_sixltr has_photo has_hashtag
many_sixltr has_photo has_url
many_sixltr has_qmark
many_sixltr has_qmark has_hashtag
many_sixltr has_qmark has_photo
many_sixltr has_qmark has_url
many_sixltr has_url
many_sixltr has_video
many_sixltr has_video has_hashtag
many_sixltr has_video has_url
many_sixltr high_wps
many_sixltr high_wps has_animated_gif
many_sixltr high_wps has_exclam
many_sixltr high_wps has_hashtag
many_sixltr high_wps has_photo
many_sixltr high_wps has_qmark
many_sixltr high_wps has_url
many_sixltr high_wps has_video
many_sixltr low_wps
many_sixltr low_wps has_animated_gif
many_sixltr low_wps has_exclam
many_sixltr low_wps has_hashtag
many_sixltr low_wps has_photo
many_sixltr low_wps has_qmark
many_sixltr low_wps has_url
negemo_yes
negemo_yes achieve_yes
negemo_yes achieve_yes power_yes
negemo_yes achieve_yes risk_yes
negemo_yes affiliation_yes
negemo_yes affiliation_yes achieve_yes
negemo_yes affiliation_yes netspeak_yes
negemo_yes affiliation_yes power_yes
negemo_yes affiliation_yes risk_yes
negemo_yes anger_yes
negemo_yes anger_yes achieve_yes
negemo_yes anger_yes affiliation_yes
negemo_yes anger_yes cause_yes
negemo_yes anger_yes certain_yes
negemo_yes anger_yes differ_yes
negemo_yes anger_yes discrep_yes
negemo_yes anger_yes feel_yes
negemo_yes anger_yes hear_yes
negemo_yes anger_yes insight_yes
negemo_yes anger_yes netspeak_yes
negemo_yes anger_yes power_yes
negemo_yes anger_yes reward_yes
negemo_yes anger_yes risk_yes
negemo_yes anger_yes sad_yes
negemo_yes anger_yes see_yes
negemo_yes anger_yes tentat_yes
negemo_yes anx_yes
negemo_yes anx_yes achieve_yes
negemo_yes anx_yes affiliation_yes
negemo_yes anx_yes anger_yes
negemo_yes anx_yes cause_yes
negemo_yes anx_yes certain_yes
negemo_yes anx_yes differ_yes
negemo_yes anx_yes discrep_yes
negemo_yes anx_yes feel_yes
negemo_yes anx_yes hear_yes
negemo_yes anx_yes insight_yes
negemo_yes anx_yes netspeak_yes
negemo_yes anx_yes power_yes
negemo_yes anx_yes reward_yes
negemo_yes anx_yes risk_yes
negemo_yes anx_yes sad_yes
negemo_yes anx_yes see_yes
negemo_yes anx_yes tentat_yes
negemo_yes cause_yes
negemo_yes cause_yes achieve_yes
negemo_yes cause_yes affiliation_yes
negemo_yes cause_yes certain_yes
negemo_yes cause_yes differ_yes
negemo_yes cause_yes discrep_yes
negemo_yes cause_yes feel_yes
negemo_yes cause_yes hear_yes
negemo_yes cause_yes netspeak_yes
negemo_yes cause_yes power_yes
negemo_yes cause_yes risk_yes
negemo_yes cause_yes see_yes
negemo_yes cause_yes tentat_yes
negemo_yes certain_yes
negemo_yes certain_yes affiliation_yes
negemo_yes certain_yes differ_yes
negemo_yes certain_yes hear_yes
negemo_yes certain_yes netspeak_yes
negemo_yes differ_yes
negemo_yes differ_yes affiliation_yes
negemo_yes differ_yes hear_yes
negemo_yes differ_yes netspeak_yes
negemo_yes differ_yes power_yes
negemo_yes differ_yes risk_yes
negemo_yes discrep_yes
negemo_yes discrep_yes affiliation_yes
negemo_yes discrep_yes certain_yes
negemo_yes discrep_yes differ_yes
negemo_yes discrep_yes power_yes
negemo_yes discrep_yes risk_yes
negemo_yes discrep_yes see_yes
negemo_yes discrep_yes tentat_yes
negemo_yes feel_yes
negemo_yes feel_yes affiliation_yes
negemo_yes hear_yes
negemo_yes hear_yes affiliation_yes
negemo_yes insight_yes
negemo_yes insight_yes achieve_yes
negemo_yes insight_yes affiliation_yes
negemo_yes insight_yes cause_yes
negemo_yes insight_yes certain_yes
negemo_yes insight_yes differ_yes
negemo_yes insight_yes discrep_yes
negemo_yes insight_yes netspeak_yes
negemo_yes insight_yes power_yes
negemo_yes insight_yes see_yes
negemo_yes insight_yes tentat_yes
negemo_yes netspeak_yes
negemo_yes netspeak_yes has_photo
negemo_yes netspeak_yes many_sixltr
negemo_yes power_yes
negemo_yes power_yes netspeak_yes
negemo_yes power_yes risk_yes
negemo_yes reward_yes
negemo_yes reward_yes netspeak_yes
negemo_yes reward_yes risk_yes
negemo_yes risk_yes
negemo_yes risk_yes netspeak_yes
negemo_yes sad_yes
negemo_yes sad_yes achieve_yes
negemo_yes sad_yes affiliation_yes
negemo_yes sad_yes cause_yes
negemo_yes sad_yes certain_yes
negemo_yes sad_yes differ_yes
negemo_yes sad_yes discrep_yes
negemo_yes sad_yes feel_yes
negemo_yes sad_yes hear_yes
negemo_yes sad_yes insight_yes
negemo_yes sad_yes netspeak_yes
negemo_yes sad_yes power_yes
negemo_yes sad_yes see_yes
negemo_yes sad_yes tentat_yes
negemo_yes see_yes
negemo_yes see_yes achieve_yes
negemo_yes see_yes affiliation_yes
negemo_yes see_yes hear_yes
negemo_yes see_yes power_yes
negemo_yes see_yes reward_yes
negemo_yes see_yes risk_yes
negemo_yes tentat_yes
negemo_yes tentat_yes affiliation_yes
negemo_yes tentat_yes differ_yes
negemo_yes tentat_yes power_yes
negemo_yes tentat_yes reward_yes
negemo_yes tentat_yes see_yes
netspeak_yes
netspeak_yes assent_yes
netspeak_yes assent_yes few_sixltr
netspeak_yes assent_yes filler_yes
netspeak_yes assent_yes has_exclam
netspeak_yes assent_yes has_hashtag
netspeak_yes assent_yes has_photo
netspeak_yes assent_yes has_qmark
netspeak_yes assent_yes has_url
netspeak_yes assent_yes high_wps
netspeak_yes assent_yes low_wps
netspeak_yes assent_yes many_sixltr
netspeak_yes assent_yes nonflu_yes
netspeak_yes few_sixltr
netspeak_yes few_sixltr has_animated_gif
netspeak_yes few_sixltr has_exclam
netspeak_yes few_sixltr has_hashtag
netspeak_yes few_sixltr has_photo
netspeak_yes few_sixltr has_qmark
netspeak_yes few_sixltr has_url
netspeak_yes few_sixltr has_video
netspeak_yes few_sixltr high_wps
netspeak_yes few_sixltr low_wps
netspeak_yes filler_yes
netspeak_yes filler_yes few_sixltr
netspeak_yes has_animated_gif
netspeak_yes has_animated_gif has_hashtag
netspeak_yes has_animated_gif has_url
netspeak_yes has_exclam
netspeak_yes has_exclam has_animated_gif
netspeak_yes has_exclam has_hashtag
netspeak_yes has_exclam has_photo
netspeak_yes has_exclam has_qmark
netspeak_yes has_exclam has_url
netspeak_yes has_exclam has_video
netspeak_yes has_hashtag
netspeak_yes has_hashtag has_url
netspeak_yes has_photo
netspeak_yes has_photo has_hashtag
netspeak_yes has_photo has_url
netspeak_yes has_qmark
netspeak_yes has_qmark has_animated_gif
netspeak_yes has_qmark has_hashtag
netspeak_yes has_qmark has_photo
netspeak_yes has_qmark has_url
netspeak_yes has_url
netspeak_yes has_video
netspeak_yes has_video has_hashtag
netspeak_yes has_video has_url
netspeak_yes high_wps
netspeak_yes high_wps has_animated_gif
netspeak_yes high_wps has_exclam
netspeak_yes high_wps has_hashtag
netspeak_yes high_wps has_photo
netspeak_yes high_wps has_qmark
netspeak_yes high_wps has_url
netspeak_yes high_wps has_video
netspeak_yes low_wps
netspeak_yes low_wps has_animated_gif
netspeak_yes low_wps has_exclam
netspeak_yes low_wps has_hashtag
netspeak_yes low_wps has_photo
netspeak_yes low_wps has_qmark
netspeak_yes low_wps has_url
netspeak_yes low_wps has_video
netspeak_yes many_sixltr
netspeak_yes many_sixltr has_animated_gif
netspeak_yes many_sixltr has_exclam
netspeak_yes many_sixltr has_hashtag
netspeak_yes many_sixltr has_photo
netspeak_yes many_sixltr has_qmark
netspeak_yes many_sixltr has_url
netspeak_yes many_sixltr has_video
netspeak_yes many_sixltr high_wps
netspeak_yes many_sixltr low_wps
netspeak_yes nonflu_yes
netspeak_yes nonflu_yes few_sixltr
netspeak_yes nonflu_yes has_exclam
netspeak_yes nonflu_yes has_hashtag
netspeak_yes nonflu_yes has_photo
netspeak_yes nonflu_yes has_qmark
netspeak_yes nonflu_yes has_url
netspeak_yes nonflu_yes high_wps
netspeak_yes nonflu_yes low_wps
netspeak_yes nonflu_yes many_sixltr
nonflu_yes
nonflu_yes few_sixltr
nonflu_yes few_sixltr has_exclam
nonflu_yes few_sixltr has_hashtag
nonflu_yes few_sixltr has_photo
nonflu_yes few_sixltr has_qmark
nonflu_yes few_sixltr has_url
nonflu_yes few_sixltr high_wps
nonflu_yes few_sixltr low_wps
nonflu_yes has_exclam
nonflu_yes has_exclam has_hashtag
nonflu_yes has_hashtag
nonflu_yes has_hashtag has_url
nonflu_yes has_photo
nonflu_yes has_photo has_hashtag
nonflu_yes has_qmark
nonflu_yes has_qmark has_hashtag
nonflu_yes has_url
nonflu_yes high_wps
nonflu_yes high_wps has_hashtag
nonflu_yes high_wps has_photo
nonflu_yes high_wps has_url
nonflu_yes low_wps
nonflu_yes low_wps has_exclam
nonflu_yes many_sixltr
nonflu_yes many_sixltr has_exclam
nonflu_yes many_sixltr has_hashtag
nonflu_yes many_sixltr high_wps
nonflu_yes many_sixltr low_wps
posemo_yes
posemo_yes achieve_yes
posemo_yes achieve_yes netspeak_yes
posemo_yes achieve_yes power_yes
posemo_yes achieve_yes reward_yes
posemo_yes achieve_yes risk_yes
posemo_yes affiliation_yes
posemo_yes affiliation_yes achieve_yes
posemo_yes affiliation_yes few_sixltr
posemo_yes affiliation_yes low_wps
posemo_yes affiliation_yes many_sixltr
posemo_yes affiliation_yes netspeak_yes
posemo_yes affiliation_yes power_yes
posemo_yes affiliation_yes reward_yes
posemo_yes affiliation_yes risk_yes
posemo_yes cause_yes
posemo_yes cause_yes achieve_yes
posemo_yes cause_yes affiliation_yes
posemo_yes cause_yes certain_yes
posemo_yes cause_yes differ_yes
posemo_yes cause_yes discrep_yes
posemo_yes cause_yes feel_yes
posemo_yes cause_yes hear_yes
posemo_yes cause_yes netspeak_yes
posemo_yes cause_yes power_yes
posemo_yes cause_yes reward_yes
posemo_yes cause_yes see_yes
posemo_yes cause_yes tentat_yes
posemo_yes certain_yes
posemo_yes certain_yes achieve_yes
posemo_yes certain_yes affiliation_yes
posemo_yes certain_yes differ_yes
posemo_yes certain_yes feel_yes
posemo_yes certain_yes hear_yes
posemo_yes certain_yes netspeak_yes
posemo_yes certain_yes power_yes
posemo_yes certain_yes reward_yes
posemo_yes certain_yes risk_yes
posemo_yes certain_yes see_yes
posemo_yes differ_yes
posemo_yes differ_yes achieve_yes
posemo_yes differ_yes affiliation_yes
posemo_yes differ_yes feel_yes
posemo_yes differ_yes hear_yes
posemo_yes differ_yes netspeak_yes
posemo_yes differ_yes power_yes
posemo_yes differ_yes reward_yes
posemo_yes differ_yes see_yes
posemo_yes discrep_yes
posemo_yes discrep_yes achieve_yes
posemo_yes discrep_yes affiliation_yes
posemo_yes discrep_yes certain_yes
posemo_yes discrep_yes differ_yes
posemo_yes discrep_yes hear_yes
posemo_yes discrep_yes netspeak_yes
posemo_yes discrep_yes power_yes
posemo_yes discrep_yes reward_yes
posemo_yes discrep_yes risk_yes
posemo_yes discrep_yes see_yes
posemo_yes discrep_yes tentat_yes
posemo_yes feel_yes
posemo_yes feel_yes affiliation_yes
posemo_yes feel_yes netspeak_yes
posemo_yes feel_yes risk_yes
posemo_yes hear_yes
posemo_yes hear_yes achieve_yes
posemo_yes hear_yes affiliation_yes
posemo_yes hear_yes netspeak_yes
posemo_yes hear_yes power_yes
posemo_yes hear_yes reward_yes
posemo_yes insight_yes
posemo_yes insight_yes achieve_yes
posemo_yes insight_yes affiliation_yes
posemo_yes insight_yes cause_yes
posemo_yes insight_yes certain_yes
posemo_yes insight_yes differ_yes
posemo_yes insight_yes discrep_yes
posemo_yes insight_yes feel_yes
posemo_yes insight_yes hear_yes
posemo_yes insight_yes many_sixltr
posemo_yes insight_yes netspeak_yes
posemo_yes insight_yes power_yes
posemo_yes insight_yes reward_yes
posemo_yes insight_yes risk_yes
posemo_yes insight_yes see_yes
posemo_yes insight_yes tentat_yes
posemo_yes low_wps
posemo_yes low_wps has_exclam
posemo_yes many_sixltr
posemo_yes many_sixltr has_exclam
posemo_yes many_sixltr low_wps
posemo_yes negemo_yes
posemo_yes negemo_yes achieve_yes
posemo_yes negemo_yes affiliation_yes
posemo_yes negemo_yes anger_yes
posemo_yes negemo_yes anx_yes
posemo_yes negemo_yes cause_yes
posemo_yes negemo_yes certain_yes
posemo_yes negemo_yes differ_yes
posemo_yes negemo_yes discrep_yes
posemo_yes negemo_yes hear_yes
posemo_yes negemo_yes insight_yes
posemo_yes negemo_yes netspeak_yes
posemo_yes negemo_yes power_yes
posemo_yes negemo_yes risk_yes
posemo_yes negemo_yes sad_yes
posemo_yes negemo_yes see_yes
posemo_yes negemo_yes tentat_yes
posemo_yes netspeak_yes
posemo_yes netspeak_yes assent_yes
posemo_yes netspeak_yes few_sixltr
posemo_yes netspeak_yes has_exclam
posemo_yes netspeak_yes has_hashtag
posemo_yes netspeak_yes has_photo
posemo_yes netspeak_yes has_qmark
posemo_yes netspeak_yes has_url
posemo_yes netspeak_yes high_wps
posemo_yes netspeak_yes low_wps
posemo_yes netspeak_yes many_sixltr
posemo_yes netspeak_yes nonflu_yes
posemo_yes power_yes
posemo_yes power_yes few_sixltr
posemo_yes power_yes many_sixltr
posemo_yes power_yes netspeak_yes
posemo_yes power_yes reward_yes
posemo_yes power_yes risk_yes
posemo_yes reward_yes
posemo_yes reward_yes many_sixltr
posemo_yes reward_yes netspeak_yes
posemo_yes risk_yes
posemo_yes risk_yes netspeak_yes
posemo_yes see_yes
posemo_yes see_yes achieve_yes
posemo_yes see_yes affiliation_yes
posemo_yes see_yes feel_yes
posemo_yes see_yes hear_yes
posemo_yes see_yes netspeak_yes
posemo_yes see_yes power_yes
posemo_yes see_yes reward_yes
posemo_yes tentat_yes
posemo_yes tentat_yes achieve_yes
posemo_yes tentat_yes affiliation_yes
posemo_yes tentat_yes certain_yes
posemo_yes tentat_yes differ_yes
posemo_yes tentat_yes feel_yes
posemo_yes tentat_yes hear_yes
posemo_yes tentat_yes netspeak_yes
posemo_yes tentat_yes power_yes
posemo_yes tentat_yes reward_yes
posemo_yes tentat_yes risk_yes
posemo_yes tentat_yes see_yes
power_yes
power_yes assent_yes
power_yes few_sixltr
power_yes few_sixltr has_exclam
power_yes few_sixltr has_hashtag
power_yes few_sixltr has_qmark
power_yes few_sixltr high_wps
power_yes few_sixltr low_wps
power_yes has_exclam
power_yes has_exclam has_hashtag
power_yes has_hashtag
power_yes has_qmark
power_yes has_qmark has_hashtag
power_yes high_wps
power_yes high_wps has_hashtag
power_yes low_wps
power_yes low_wps has_exclam
power_yes low_wps has_hashtag
power_yes low_wps has_qmark
power_yes many_sixltr
power_yes many_sixltr has_exclam
power_yes many_sixltr has_hashtag
power_yes many_sixltr has_qmark
power_yes many_sixltr high_wps
power_yes many_sixltr low_wps
power_yes netspeak_yes
power_yes netspeak_yes assent_yes
power_yes netspeak_yes few_sixltr
power_yes netspeak_yes has_exclam
power_yes netspeak_yes has_hashtag
power_yes netspeak_yes has_photo
power_yes netspeak_yes has_qmark
power_yes netspeak_yes has_url
power_yes netspeak_yes has_video
power_yes netspeak_yes high_wps
power_yes netspeak_yes low_wps
power_yes netspeak_yes many_sixltr
power_yes netspeak_yes nonflu_yes
power_yes reward_yes
power_yes reward_yes assent_yes
power_yes reward_yes few_sixltr
power_yes reward_yes has_exclam
power_yes reward_yes has_hashtag
power_yes reward_yes high_wps
power_yes reward_yes low_wps
power_yes reward_yes many_sixltr
power_yes reward_yes netspeak_yes
power_yes reward_yes risk_yes
power_yes risk_yes
power_yes risk_yes assent_yes
power_yes risk_yes few_sixltr
power_yes risk_yes has_hashtag
power_yes risk_yes high_wps
power_yes risk_yes low_wps
power_yes risk_yes many_sixltr
power_yes risk_yes netspeak_yes
power_yes risk_yes nonflu_yes
power_yes swear_yes
power_yes swear_yes netspeak_yes
reward_yes
reward_yes assent_yes
reward_yes few_sixltr
reward_yes few_sixltr has_exclam
reward_yes few_sixltr has_hashtag
reward_yes few_sixltr has_qmark
reward_yes few_sixltr high_wps
reward_yes few_sixltr low_wps
reward_yes has_exclam
reward_yes has_exclam has_hashtag
reward_yes has_hashtag
reward_yes has_qmark
reward_yes has_qmark has_hashtag
reward_yes high_wps
reward_yes high_wps has_exclam
reward_yes high_wps has_hashtag
reward_yes low_wps
reward_yes low_wps has_exclam
reward_yes low_wps has_hashtag
reward_yes low_wps has_qmark
reward_yes many_sixltr
reward_yes many_sixltr has_exclam
reward_yes many_sixltr has_hashtag
reward_yes many_sixltr high_wps
reward_yes many_sixltr low_wps
reward_yes netspeak_yes
reward_yes netspeak_yes assent_yes
reward_yes netspeak_yes few_sixltr
reward_yes netspeak_yes has_exclam
reward_yes netspeak_yes has_hashtag
reward_yes netspeak_yes has_photo
reward_yes netspeak_yes has_qmark
reward_yes netspeak_yes has_url
reward_yes netspeak_yes has_video
reward_yes netspeak_yes high_wps
reward_yes netspeak_yes low_wps
reward_yes netspeak_yes many_sixltr
reward_yes netspeak_yes nonflu_yes
reward_yes nonflu_yes
reward_yes risk_yes
reward_yes risk_yes has_hashtag
reward_yes risk_yes has_qmark
reward_yes risk_yes high_wps
reward_yes risk_yes low_wps
reward_yes risk_yes many_sixltr
reward_yes risk_yes netspeak_yes
risk_yes
risk_yes assent_yes
risk_yes assent_yes few_sixltr
risk_yes few_sixltr
risk_yes few_sixltr has_hashtag
risk_yes few_sixltr has_qmark
risk_yes few_sixltr high_wps
risk_yes few_sixltr low_wps
risk_yes has_hashtag
risk_yes has_qmark
risk_yes has_qmark has_hashtag
risk_yes high_wps
risk_yes high_wps has_hashtag
risk_yes low_wps
risk_yes low_wps has_hashtag
risk_yes many_sixltr
risk_yes many_sixltr has_exclam
risk_yes many_sixltr has_hashtag
risk_yes many_sixltr has_qmark
risk_yes many_sixltr high_wps
risk_yes many_sixltr low_wps
risk_yes netspeak_yes
risk_yes netspeak_yes assent_yes
risk_yes netspeak_yes few_sixltr
risk_yes netspeak_yes has_exclam
risk_yes netspeak_yes has_hashtag
risk_yes netspeak_yes has_photo
risk_yes netspeak_yes has_qmark
risk_yes netspeak_yes has_url
risk_yes netspeak_yes has_video
risk_yes netspeak_yes high_wps
risk_yes netspeak_yes low_wps
risk_yes netspeak_yes many_sixltr
risk_yes netspeak_yes nonflu_yes
risk_yes nonflu_yes
sad_yes
sad_yes achieve_yes
sad_yes achieve_yes netspeak_yes
sad_yes achieve_yes power_yes
sad_yes achieve_yes risk_yes
sad_yes affiliation_yes
sad_yes affiliation_yes achieve_yes
sad_yes affiliation_yes netspeak_yes
sad_yes affiliation_yes power_yes
sad_yes cause_yes
sad_yes cause_yes achieve_yes
sad_yes cause_yes affiliation_yes
sad_yes cause_yes certain_yes
sad_yes cause_yes differ_yes
sad_yes cause_yes discrep_yes
sad_yes cause_yes hear_yes
sad_yes cause_yes netspeak_yes
sad_yes cause_yes power_yes
sad_yes cause_yes see_yes
sad_yes cause_yes tentat_yes
sad_yes certain_yes
sad_yes certain_yes achieve_yes
sad_yes certain_yes affiliation_yes
sad_yes certain_yes differ_yes
sad_yes certain_yes hear_yes
sad_yes certain_yes netspeak_yes
sad_yes certain_yes power_yes
sad_yes differ_yes
sad_yes differ_yes achieve_yes
sad_yes differ_yes affiliation_yes
sad_yes differ_yes hear_yes
sad_yes differ_yes netspeak_yes
sad_yes differ_yes power_yes
sad_yes differ_yes see_yes
sad_yes discrep_yes
sad_yes discrep_yes achieve_yes
sad_yes discrep_yes affiliation_yes
sad_yes discrep_yes certain_yes
sad_yes discrep_yes power_yes
sad_yes discrep_yes tentat_yes
sad_yes feel_yes
sad_yes feel_yes affiliation_yes
sad_yes hear_yes
sad_yes hear_yes netspeak_yes
sad_yes hear_yes power_yes
sad_yes insight_yes
sad_yes insight_yes achieve_yes
sad_yes insight_yes affiliation_yes
sad_yes insight_yes cause_yes
sad_yes insight_yes certain_yes
sad_yes insight_yes differ_yes
sad_yes insight_yes discrep_yes
sad_yes insight_yes hear_yes
sad_yes insight_yes netspeak_yes
sad_yes insight_yes power_yes
sad_yes insight_yes see_yes
sad_yes insight_yes tentat_yes
sad_yes netspeak_yes
sad_yes netspeak_yes few_sixltr
sad_yes netspeak_yes has_hashtag
sad_yes netspeak_yes has_photo
sad_yes netspeak_yes low_wps
sad_yes netspeak_yes many_sixltr
sad_yes power_yes
sad_yes power_yes netspeak_yes
sad_yes power_yes risk_yes
sad_yes see_yes
sad_yes see_yes achieve_yes
sad_yes see_yes affiliation_yes
sad_yes see_yes netspeak_yes
sad_yes tentat_yes
sad_yes tentat_yes achieve_yes
sad_yes tentat_yes affiliation_yes
sad_yes tentat_yes certain_yes
sad_yes tentat_yes differ_yes
sad_yes tentat_yes netspeak_yes
sad_yes tentat_yes power_yes
sad_yes tentat_yes see_yes
see_yes
see_yes achieve_yes
see_yes achieve_yes few_sixltr
see_yes achieve_yes netspeak_yes
see_yes achieve_yes power_yes
see_yes achieve_yes reward_yes
see_yes achieve_yes risk_yes
see_yes affiliation_yes
see_yes affiliation_yes achieve_yes
see_yes affiliation_yes few_sixltr
see_yes affiliation_yes has_exclam
see_yes affiliation_yes has_qmark
see_yes affiliation_yes high_wps
see_yes affiliation_yes low_wps
see_yes affiliation_yes many_sixltr
see_yes affiliation_yes netspeak_yes
see_yes affiliation_yes power_yes
see_yes affiliation_yes reward_yes
see_yes affiliation_yes risk_yes
see_yes feel_yes
see_yes feel_yes achieve_yes
see_yes feel_yes affiliation_yes
see_yes feel_yes netspeak_yes
see_yes feel_yes power_yes
see_yes few_sixltr
see_yes has_hashtag
see_yes hear_yes
see_yes hear_yes achieve_yes
see_yes hear_yes affiliation_yes
see_yes hear_yes feel_yes
see_yes hear_yes netspeak_yes
see_yes hear_yes power_yes
see_yes hear_yes reward_yes
see_yes high_wps
see_yes high_wps has_hashtag
see_yes many_sixltr
see_yes many_sixltr has_hashtag
see_yes many_sixltr high_wps
see_yes many_sixltr low_wps
see_yes netspeak_yes
see_yes netspeak_yes assent_yes
see_yes netspeak_yes few_sixltr
see_yes netspeak_yes has_exclam
see_yes netspeak_yes has_hashtag
see_yes netspeak_yes has_photo
see_yes netspeak_yes has_qmark
see_yes netspeak_yes has_url
see_yes netspeak_yes has_video
see_yes netspeak_yes high_wps
see_yes netspeak_yes low_wps
see_yes netspeak_yes many_sixltr
see_yes power_yes
see_yes power_yes few_sixltr
see_yes power_yes has_qmark
see_yes power_yes many_sixltr
see_yes power_yes netspeak_yes
see_yes power_yes reward_yes
see_yes power_yes risk_yes
see_yes reward_yes
see_yes reward_yes few_sixltr
see_yes reward_yes many_sixltr
see_yes reward_yes netspeak_yes
see_yes reward_yes risk_yes
see_yes risk_yes
see_yes risk_yes netspeak_yes
swear_yes
swear_yes netspeak_yes
swear_yes netspeak_yes few_sixltr
swear_yes netspeak_yes has_hashtag
swear_yes netspeak_yes many_sixltr
tentat_yes
tentat_yes achieve_yes
tentat_yes achieve_yes netspeak_yes
tentat_yes achieve_yes power_yes
tentat_yes achieve_yes reward_yes
tentat_yes achieve_yes risk_yes
tentat_yes affiliation_yes
tentat_yes affiliation_yes achieve_yes
tentat_yes affiliation_yes few_sixltr
tentat_yes affiliation_yes netspeak_yes
tentat_yes affiliation_yes power_yes
tentat_yes affiliation_yes reward_yes
tentat_yes affiliation_yes risk_yes
tentat_yes certain_yes
tentat_yes certain_yes achieve_yes
tentat_yes certain_yes affiliation_yes
tentat_yes certain_yes differ_yes
tentat_yes certain_yes feel_yes
tentat_yes certain_yes hear_yes
tentat_yes certain_yes netspeak_yes
tentat_yes certain_yes power_yes
tentat_yes certain_yes reward_yes
tentat_yes certain_yes risk_yes
tentat_yes certain_yes see_yes
tentat_yes differ_yes
tentat_yes differ_yes achieve_yes
tentat_yes differ_yes affiliation_yes
tentat_yes differ_yes feel_yes
tentat_yes differ_yes few_sixltr
tentat_yes differ_yes hear_yes
tentat_yes differ_yes many_sixltr
tentat_yes differ_yes netspeak_yes
tentat_yes differ_yes power_yes
tentat_yes differ_yes reward_yes
tentat_yes differ_yes risk_yes
tentat_yes differ_yes see_yes
tentat_yes feel_yes
tentat_yes feel_yes achieve_yes
